residence.en,birth,sex,decade,sum_langs,lect,glottocode,branch,census_1926,expedition.name,present_in_multidagestan
Archib,NA,м,NA,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,NA,ж,NA,0,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,NA,ж,NA,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,м,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,м,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1900,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1901,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1902,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1903,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1903,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1904,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,м,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1905,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1906,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1906,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1907,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1908,ж,1900,0,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1908,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1908,ж,1900,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1908,м,1900,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1908,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1909,ж,1900,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1910,м,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1910,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1912,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1912,ж,1910,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1914,м,1910,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1914,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1915,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1915,м,1910,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1915,м,1910,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1916,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1916,ж,1910,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1918,ж,1910,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,ж,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,ж,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,м,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1920,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1923,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1923,ж,1920,0,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1924,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1924,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1925,м,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1925,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1925,ж,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1925,м,1920,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1927,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1928,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1928,м,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1928,ж,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1928,м,1920,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1929,ж,1920,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1930,ж,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1930,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1930,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1931,м,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1931,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1932,м,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1932,м,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1932,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1933,м,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1934,м,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1934,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1935,м,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1935,ж,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1935,м,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1936,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1937,ж,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1937,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1937,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1938,ж,1930,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1938,ж,1930,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1939,м,1930,3,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1940,ж,1940,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1940,ж,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1940,ж,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1940,м,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1940,м,1940,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1941,ж,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1942,ж,1940,0,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1943,м,1940,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1944,ж,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1944,м,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1946,ж,1940,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1946,м,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1949,ж,1940,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1949,ж,1940,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1950,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1950,ж,1950,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1951,м,1950,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1951,ж,1950,2,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1951,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1952,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1954,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1954,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1955,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1955,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1955,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1955,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1956,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1956,м,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1957,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1957,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Archib,1959,ж,1950,1,Archi,arch1244,Lezgic,856,"Archib, Chitab, Shalib",yes
Chitab,1900,м,1900,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1902,ж,1900,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1907,м,1900,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1909,м,1900,3,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1909,ж,1900,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1912,м,1910,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1912,ж,1910,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1913,м,1910,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1914,м,1910,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1916,ж,1910,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1917,м,1910,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1919,ж,1910,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1920,м,1920,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1922,ж,1920,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1925,м,1920,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1925,ж,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1926,ж,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1926,ж,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1927,м,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1928,м,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1928,ж,1920,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1928,ж,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1928,м,1920,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1930,ж,1930,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1933,м,1930,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1936,м,1930,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1938,м,1930,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1939,м,1930,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1939,м,1930,1,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1941,ж,1940,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1941,ж,1940,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1944,ж,1940,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1949,ж,1940,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1949,м,1940,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1950,м,1950,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1953,ж,1950,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1954,м,1950,2,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1955,ж,1950,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1957,ж,1950,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Chitab,1959,ж,1950,0,Avar,avar1256,Avar,124211,"Archib, Chitab, Shalib",yes
Shalib,1900,м,1900,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1900,м,1900,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1901,ж,1900,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1904,м,1900,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1904,м,1900,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1904,ж,1900,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1905,ж,1900,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1906,ж,1900,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1907,ж,1900,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1910,м,1910,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1910,м,1910,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1914,ж,1910,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1916,ж,1910,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1927,м,1920,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1930,м,1930,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1931,ж,1930,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1931,м,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1931,м,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1931,м,1930,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,NA,м,NA,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1932,ж,1930,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1933,ж,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1933,ж,1930,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1933,ж,1930,2,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1933,ж,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1934,ж,1930,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1935,м,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1938,м,1930,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1941,ж,1940,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1942,ж,1940,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1945,ж,1940,0,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1952,м,1950,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Shalib,1955,ж,1950,1,Lak,lakk1252,Lak,38607,"Archib, Chitab, Shalib",yes
Balkhar,1900,м,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1900,м,1900,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1900,м,1900,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1900,м,1900,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1904,ж,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1905,м,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1905,ж,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1905,м,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1905,ж,1900,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1905,ж,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1906,ж,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1907,м,1900,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1907,ж,1900,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1907,м,1900,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1908,м,1900,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1909,м,1900,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1910,м,1910,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1910,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1910,м,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1911,м,1910,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1913,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1913,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1913,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1914,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1915,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1915,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1916,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1917,ж,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1918,м,1910,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1918,м,1910,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1920,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1920,м,1920,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1921,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1921,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1922,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1923,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1923,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1924,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1924,м,1920,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1925,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1925,м,1920,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1926,ж,1920,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1926,м,1920,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1926,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1927,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1927,ж,1920,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1928,м,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1928,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1929,ж,1920,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1930,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1930,м,1930,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1930,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1930,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1931,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1931,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1931,м,1930,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1932,м,1930,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1932,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1932,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1933,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1933,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1933,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1933,м,1930,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1934,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1934,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1934,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1934,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1935,ж,1930,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1935,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1936,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1936,м,1930,1,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1936,м,1930,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1937,м,1930,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1937,ж,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1937,м,1930,2,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
Balkhar,1937,м,1930,0,Lak,lakk1252,Lak,38607,"Balkhar, Tsulikana, Shukty, Kuli",yes
